comment,original,translation
ch02.xml:821,"Documentation should be available from two places: online (directly from the web site), <emphasis>and</emphasis> in the downloadable distribution of the software (see <xref linkend=""packaging""/><phrase output=""printed""> in <xref linkend=""development-cycle""/></phrase>). It needs to be online, in browsable form, because people often read documentation <emphasis>before</emphasis> downloading software for the first time, as a way of helping them decide whether to download at all. But it should also accompany the software, on the principle that downloading should supply (i.e., make locally accessible) everything one needs to use the package.","A documentación debería estar dispoñibles dende 2 lugares: online (directamente dende a páxina web) <emphasis>e<emphasis> na distribución descargable da aplicación (ver <xref linkend=""packaging""/><phrase output=""printed""> in <xref linkend=""development-cycle""/></phrase>). É preciso que esté online, de modo navegable, xa que a xente habitualmente le a documentación <emphasis>antes</emphasis> de descargar o programa por primeira vez, para decidir si vale a pena descargalo. Pero tamén debería ir acompañando ó programa, baixo o principio de que a aplicación debería facer accesible todo aquilo que alguén necesite para usar o programa."
ch02.xml:833,"For online documentation, make sure that there is a link that brings up the <emphasis>entire</emphasis> documentation in one HTML page (put a note like ""monolithic"" or ""all-in-one"" or ""single large page"" next to the link, so people know that it might take a while to load). This is useful because people often want to search for a specific word or phrase across the entire documentation. Generally, they already know what they're looking for; they just can't remember what section it's in. For such people, nothing is more frustrating than encountering one HTML page for the table of contents, then a different page for the introduction, then a different page for installation instructions, etc. When the pages are broken up like that, their browser's search function is useless. The separate-page style is useful for those who already know what section they need, or who want to read the entire documentation from front to back in sequence. But this is <emphasis>not</emphasis> the most common way documentation is accessed. Far more often, someone who is basically familiar with the software is coming back to search for a specific word or phrase. To fail to provide them with a single, searchable document would only make their lives harder.","Para a documentación en liña, asegúrat de que hai un enlace que amosa a documentación nunha única páxina HTML (pon unha nota como ""monolítico ou ""todo en un"" ou ""un único ficheiro"" para que a xente sepa que pode levar un tempo que o documento se cargue). Esto é útil porque a xente habitualmente desexa realizar unha busca sobre unha palabra ou frase específica en todo o documento. Xeralmente, saben o que están buscando; só que non recordan en que sección está. Para esta xente, nada será máis frustante que atopar unha páxina HTML para a tabla de contidos, outra páxina para a introdución, outra para as instruccións de instalación, etc. Cando as páxinas se dividen dese modo, a función de busca do navegador é inútil. O estilo de páxinas separadas por sección é útil para aqueles que saben que sección precisan ou desexan ler a documentación enteira. Mais ésta non é a maneira máis habitual en que se accede á documentación. É de lonxe máis habitua que alguén que é familiar co programa evña a buscar unha palabra ou frase específica. Non darlles un único documento sobre o que realiar as búsquedas faríalles a vida un pouco máis dura."
ch02.xml:856,Developer documentation,Documentación para desenvolvedores
ch02.xml:858,"Developer documentation is written to help programmers understand the code, so they can repair and extend it. This is somewhat different from the <emphasis>developer guidelines</emphasis> discussed earlier, which are more social than technical. Developer guidelines tell programmers how to get along with each other; developer documentation tells them how to get along with the code itself. The two are often packaged together in one document for convenience (as with the <ulink url=""http://svn.collab.net/repos/svn/trunk/www/hacking.html""></ulink> example given earlier), but they don't have to be.","A documentación para desenvolvedores está escrita para axudar ós programadores a entender o código, para que poidan reparalo ou amplialo. Esto é diferente das guías de <emphasis>desenvolvemento</emphasis> comentadas anteriormente, as cales son máis sociais que técnicas. As pautas de desenvolvemento dinlle ós programadores cómo interactuar cos outros; a documentación para programadores dilles cómo interactuar co código. Ambas son habitualmente empaquetadas xunta nun único documento por conveniencia (como co <ulink url=""http://svn.collab.net/repos/svn/trunk/www/hacking.html""></ulink> exemplo aportado anteriormente), mais non ten que ocorrer dese modo."
ch02.xml:868,"Although developer documentation can be very helpful, there's no reason to delay a release to do it. As long as the original authors are available (and willing) to answer questions about the code, that's enough to start with. In fact, having to answer the same questions over and over is a common motivation for writing documentation. But even before it's written, determined contributors will still manage to find their way around the code. The force that drives people to spend time learning a code base is that the code does something useful for them. If people have faith in that, they will take the time to figure things out; if they don't have that faith, no amount of developer documentation will get or keep them.","Aínda que a documentación para programadores pode ser moi útil, non hai razón para retrasar unha publicación debido a aquela. Para empezar, é suficiente que os autores orixinais están dispoñibles (e dispostos) a contestar cuestións sobre o código. De feito, ter que responder ás mesmas preguntas unha e outra vez, é unha gran motivación para escribir documentación. Mais antes de que sexa escrita, os contribuidores dispostos atoparán o modo de colaborar. A forza que conduce á xente a invertir o seu tempo na aprendizaxe do código é que éste fai algo útil para eles. Se a xente ten fe, tomaralles o seu tempo, si non teñen fe, ningunha documentación fará que se queden."
ch02.xml:880,"So if you have time to write documentation for only one audience, write it for users. All user documentation is, in effect, developer documentation as well; any programmer who's going to work on a piece of software will need to be familiar with how to use it. Later, when you see programmers asking the same questions over and over, take the time to write up some separate documents just for them.","Así que si únicamente tes tempo de escribir documentación para unha única audiencia, escríbea para os usuarios. Toda documentación de usuario é á súa vez documentación para programadores. calquera programador que desexe usar unha peza de software terá que familializarse co seu uso. Máis tarde, cando os programadores estén preguntando as mesmas cuestións unha e outra vez, tómate o teu tempo para escribir documentación específica para eles."
ch02.xml:888,"Some projects use wikis for their initial documentation, or even as their primary documentation. In my experience, this really only works if the wiki is actively edited by a few people who agree on how the documentation is to be organized and what sort of ""voice"" it should have. See <xref linkend=""wikis""/><phrase output=""printed""> in <xref linkend=""technical-infrastructure""/></phrase> for more.","Algúns proxectos usan wikis para a súa documentación inicial e incluso como primeira fonte de documentación. Pola miña experiencia, ésto únicamente funciona si o wiki é editado activamente por unha pouca xente que acordan cómo a documentación ten que ser organizada e que clase de ""voz"" debe ter. Ver <xref linkend=""wikis""/><phrase output=""printed""> in <xref linkend=""technical-infrastructure""/></phrase> para máis información."
ch02.xml:903,Example Output and Screenshots,Exemplos de saidas e capturas de pantalla
ch02.xml:905,"If the project involves a graphical user interface, or if it produces graphical or otherwise distinctive output, put some samples up on the project web site. In the case of interface, this means screenshots; for output, it might be screenshots or just files. Both cater to people's need for instant gratification: a single screenshot can be more convincing than paragraphs of descriptive text and mailing list chatter, because a screenshot is inarguable proof that the software <emphasis>works</emphasis>. It may be buggy, it may be hard to install, it may be incompletely documented, but that screenshot is still proof that if one puts in enough effort, one can get it to run.","Si o proxecto implica o uso dunha interfaz de usuario gráfica ou si produce saídas gráficas ou distintiva de algunha outra forma, pon algúns exemplos na páxina web do proxecto. No caso de interfaces, esto significa capturas de pantalla; para o resultado, esto pode ser capturas de pantallas ou arquivos. Ambas satisfacen ó usuario: unha simple captura de pantalla pode ser máis convincente que párrafos de texto descriptivo e cháchara nas roldas de correo, xa que a captura de pantalla e unha proba irrefutable de que a aplicación funciona. Pode ter erros, ser complicada de instalar ou ter documentación incompleta, pero esa captura de pantalla é unha proba de que si un pon esforzo suficiente, é posible facelo funcionar."
ch02.xml:918,Screenshots,Capturas de pantalla
ch02.xml:919,"Since screenshots can be daunting until you've actually made a few, here are basic instructions for making them. Using the Gimp (<ulink url=""http://www.gimp.org/""></ulink>), open <guimenu>File</guimenu>-&gt;<guimenu>Acquire</guimenu>-&gt;<guimenu>Screenshot</guimenu>, choose <guimenuitem>Single&nbsp;Window</guimenuitem> or <guimenuitem>Whole&nbsp;Screen</guimenuitem>, then click <guimenuitem>OK</guimenuitem>. Now your next mouse click will capture the window or screen clicked on as an image in the Gimp. Crop and resize the image as necessary, using the instructions at <ulink url=""http://www.gimp.org/tutorials/Lite_Quickies/#crop""></ulink>.","Debido a que as capturas de pantalla poden ser desalentadoras ata que realizas unhas cuantas, aquí unhas instruccións básicas para facelas. Utilizando Gimp (<ulink url=""http://www.gimp.org/""></ulink>), abrindo o menú <guimenu>Arquivo</guimenu>-&gt;<guimenu>Tomar</guimenu>-&gt;<guimenu>Captura de pantalla</guimenu>, elexir <guimenuitem>Unha&nbsp;única&nbsp;xanela</guimenuitem> ou <guimenuitem>Xanela&nbsp;completa</guimenuitem>, entón pincha en  <guimenuitem>Capturar</guimenuitem>. A seguinte vez que pinches unha ventana ou pantalla será capturada como unha imaxe no Gimp. Recorta e redimensiona a imaxe tanto como sexa necesario, usando as instrucción que podes atopar en <ulink url=""http://www.gimp.org/tutorials/Lite_Quickies/#crop""></ulink>."
ch02.xml:933,"There are many other things you could put on the project web site, if you have the time, or if for one reason or another they are especially appropriate: a news page, a project history page, a related links page, a site-search feature, a donations link, etc. None of these are necessities at startup time, but keep them in mind for the future.","Hai moitas máis cousas que se poden poñer na páxina web do proxecto, se tes tempo ou si por unha razón ou outra son especialmente apropiadas: unha páxina de noticias, outra sobre a historia do proxecto, unha con enlaces relacionados, un buscador da web completa, enlaces para facer donacións, etc. Ningunah desas son necesidades ó comezo, pero mantenas en mente para o futuro."
ch02.xml:941,Canned Hosting,Aloxamento enlatado
ch02.xml:943,"There are a few sites that provide free hosting and infrastructure for open source projects: a web area, version control, a bug tracker, a download area, chat forums, regular backups, etc. The details vary from site to site, but the same basic services are offered at all of them. By using one of these sites, you get a lot for free; what you give up, obviously, is fine-grained control over the user experience. The hosting service decides what software the site runs, and may control or at least influence the look and feel of the project's web pages.","Existen algúns lugares que facilitan aloxamento gratuito e infraestructura para proxectos de software libre: unha páxina web, control de versións, xestor de erros, área de descargas, salas de chat, backups regulares, etc. Os detalles varían entre sitio e sitio, pero os mesmos servicios básicos son ofertados en todos eles. Usando un destes servizos, obtense moito por nada; porén, cédese control sobre a experiencia do usuario. O servizo de aloxamento decide sobre qué aplicacións funciona o sitio e pode controlar ou influir no look&feel das páxinas dos proxectos."
ch02.xml:953,"See <xref linkend=""canned-hosting""/><phrase output=""printed""> in <xref linkend=""technical-infrastructure""/></phrase> for a more detailed discussion of the advantages and disadvantages of canned hosting, and a list of sites that offer it.","Ver <xref linkend=""canned-hosting""/><phrase output=""printed""> en <xref linkend=""technical-infrastructure""/></phrase> para obter máis detalles das vantaxes e desvantaxes de usar aloxamento enlatado e para obter unha lista de sitios que o ofrecen."
ch02.xml:966,Choosing a License and Applying It,Elexir unha licenza e aplicala
ch02.xml:968,"This section is intended to be a very quick, very rough guide to choosing a license. Read <xref linkend=""legal""/> to understand the detailed legal implications of the different licenses, and how the license you choose can affect people's ability to mix your software with other free software.","Esta sección pretende ser unha rápida guía sobre cómo elexir licencia. Lee <xref linkend=""legal""/> para comprender as implicacións legais das diferentes licenzas, e cómo a licenza que escollas podo afectar a cómo a xente podo integrar o teu programa con outros."
ch02.xml:974,"There are a great many free software licenses to choose from. Most of them we needn't consider here, as they were written to satisfy the particular legal needs of some corporation or person, and wouldn't be appropriate for your project. We will restrict ourselves to just the most commonly used licenses; in most cases, you will want to choose one of them.","Existen moitas e moi boas licenzas de software libre onde escoller. A maioría delas non precisan ser consideradas aquí, xa que foron escritas para satisfacer as necesidades legais dalgunha corporación ou persoa, e non serían apropiadas para o teu proxecto. Restrinxirémonos ás máis comunmente usadas; na maioría dos casos, desexarás escoller unha delas."
ch02.xml:983,"The ""Do Anything"" Licenses","As licenzas ""Fai o que desexes"""
ch02.xml:985,"If you're comfortable with your project's code potentially being used in proprietary programs, then use an <firstterm>MIT/X-style</firstterm> license. It is the simplest of several minimal licenses that do little more than assert nominal copyright (without actually restricting copying) and specify that the code comes with no warranty. See <xref linkend=""license-choosing-mit-x""/> for details.","Se te sintes cómodo con que o código do teu proxecto poida ser usado en programas propietarios, entón usa una licenza estilo <firstterm>MIT/X</firstterm>. É a máis sinxela de moitas licenzas que únicamente declaran un copyright nominal (sen restrinxir a copia) e especifica que o código ven sen garantía. Ver <xref linkend=""license-choosing-mit-x""/> para os detalles."
ch02.xml:997,The GPL,A licenza GPL
ch02.xml:999,"If you don't want your code to be used in proprietary programs, use the GNU General Public License (<ulink url=""http://www.gnu.org/licenses/gpl.html""></ulink>). The GPL is probably the most widely recognized free software license in the world today. This is in itself a big advantage, since many potential users and contributors will already be familiar with it, and therefore won't have to spend extra time to read and understand your license. See <xref linkend=""license-choosing-gpl""/><phrase output=""printed""> in <xref linkend=""legal""/></phrase> for details.","Se non desexas que o teu código poida ser usado en programas propietarios, usa a GNU General Public License (<ulink url=""http://www.gnu.org/licenses/gpl.html""></ulink>). A GPL é probablemente a licenza máis coñecida e extendida no mundo a día de hoxe. Esto en si mesmo é unha vantaxe, xa que moitos usuarios potenciais e contribuidores serán familiares con ela, polo que non terán que invertir tempo extra en comprender qué licenza usas. Ver <xref linkend=""license-choosing-gpl""/><phrase output=""printed""> in <xref linkend=""legal""/></phrase> para máis detalles."
ch02.xml:1010,"If users interact with your code primarily over a network&mdash;that is, the software is usually part of a hosted service&mdash;then consider using the <firstterm>GNU Affero GPL</firstterm> instead. See <xref linkend=""gnu-affero-gpl""/><phrase output=""printed""> in <xref linkend=""legal""/></phrase> for more.","Si os usuarios interactúan co teu código a través da rede&mdash; esto é, si o programa é parte dun servizo aloxado&mdash; podes considerar o uso da <firstterm>GNU Affero GPL</firstterm>. Ver <xref linkend=""gnu-affero-gpl""/><phrase output=""printed""> in <xref linkend=""legal""/></phrase> para máis información."
ch02.xml:1022,How to Apply a License to Your Software,Cómo aplicar unha licenza ó teu código
ch02.xml:1024,"Once you've chosen a license, you should state it on the project's front page. You don't need to include the actual text of the license there; just give the name of the license, and make it link to the full license text on another page.","Unha vez escollas unha licenza, debes indicalo na páxina principal do proxecto. Non precisas incluir o texto completo da licenza ahí, únicamente dar o seu nome e pór un enlace ó texto completo."
ch02.xml:1029,"This tells the public what license you <emphasis>intend</emphasis> the software to be released under, but it's not sufficient for legal purposes. For that, the software itself must contain the license. The standard way to do this is to put the full license text in a file called <filename>COPYING</filename> (or <filename>LICENSE</filename>), and then put a short notice at the top of each source file, naming the copyright date, holder, and license, and saying where to find the full text of the license.","Esto dille ó público baixo qué licenza será publicado o software, máis non é suficiente para propósitos legais. Para iso, o software en si mesmo debe conter a licenza. A maneira estándar de facer é poñendo o texto da licenza completa nun arquivo chamado <filename>COPYING</filename> ou <filename>LICENSE</filename>, así como poñer un aviso na cabeceira de cada arquivo de código fonte, indicando a data do copyright, mantedor e licenza usada e indicando onde atopar o texto completo."
ch02.xml:1038,"There are many variations on this pattern, so we'll look at just one example here. The GNU GPL says to put a notice like this at the top of each source file:","Existen moitas variacións deste patrón, así que únicamente se verá un. A GNU GPL di que se debe poñer un aviso como este na cabeceira de cada arquivo de código fonte:"
ch02.xml:1042,"Copyright (C) &lt;year&gt;  &lt;name of author&gt;

This program is free software: you can redistribute it and/or modify
it under the terms of the GNU General Public License as published by
the Free Software Foundation, either version 3 of the License, or
(at your option) any later version.

This program is distributed in the hope that it will be useful,
but WITHOUT ANY WARRANTY; without even the implied warranty of
MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
GNU General Public License for more details.

You should have received a copy of the GNU General Public License
along with this program.  If not, see &lt;http://www.gnu.org/licenses/&gt;","Copyright (C) &lt;year&gt;  &lt;name of author&gt;

This program is free software: you can redistribute it and/or modify
it under the terms of the GNU General Public License as published by
the Free Software Foundation, either version 3 of the License, or
(at your option) any later version.

This program is distributed in the hope that it will be useful,
but WITHOUT ANY WARRANTY; without even the implied warranty of
MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
GNU General Public License for more details.

You should have received a copy of the GNU General Public License
along with this program.  If not, see &lt;http://www.gnu.org/licenses/&gt;"
ch02.xml:1044,"It does not say specifically that the copy of the license you received along with the program is in the file <filename>COPYING</filename>, but that's where it's usually put. (You could change the above notice to state that directly.) This template also gives a geographical address from which to request a copy of the license. Another common method is to give a link to a web page containing the license. Just use your judgement and point to wherever you feel the most permanent copy of the license is maintained, which might simply be somewhere on your project's web site. In general, the notice you put in each source file does not have to look exactly like the one above, as long as it starts with the same notice of copyright holder and date, states the name of the license, and makes it clear where to view the full license.","O texto non indica específicamente que a copia da licencia se pode atopar no arquivo <filename>COPYING<filename>, mais é alí onde habitualmente se pon. É posible cambiar o aviso anterior para indicalo explícitamente. Esta plantilla tamén da unha dirección postal onde pedir unha copia da licencia. Outro método común é dar un enlace a unha páxina web que a conteña. usa o teu xuízo para apuntar a onde consideres que se mantén a copia máis permanente da licencia, que pode ser algún lugar da páxina web do teu proxecto. En xeral, o aviso que poñas en cada arquivo de código fonte non ter por que ser igual ó anterior, sempre e cando comece co mesmo aviso de data e mantedor do copyright, indique o nome da licenza e deixe claro onde obtela por completo."
ch02.xml:1064,Setting the Tone,Axustando o tono
ch02.xml:1066,"So far we've covered one-time tasks you do during project setup: picking a license, arranging the initial web site, etc. But the most important aspects of starting a new project are dynamic. Choosing a mailing list address is easy; ensuring that the list's conversations remain on-topic and productive is another matter entirely. If the project is being opened up after years of closed, in-house development, its development processes will change, and you will have to prepare the existing developers for that change.","Polo de agora cubríronse tarefas unitarias que se fan durante a etapa de inicio do proxecto: escoller unha licencia, organizar a páxina web, etc. Pero os aspectos máis importantes de comezar un proxecto son dinámicos. Elexir un nome para unha rolda de correo é sinxelo, asegurarse de que as conversas da lista se manteñen nas temáticas e son productivas é outra cousa totalmente diferente. Se o proxecto estase abrindo logo de anos de desenvolvemento cerrado interno, os procesos de desenvolvemento cambiarán e será necesario preparar ós desenvolvedores para ese cambio."
ch02.xml:1075,"The first steps are the hardest, because precedents and expectations for future conduct have not yet been set. Stability in a project does not come from formal policies, but from a shared, hard-to-pin-down collective wisdom that develops over time. There are often written rules as well, but they tend to be essentially a distillation of the intangible, ever-evolving agreements that really guide the project. The written policies do not define the project's culture so much as describe it, and even then only approximately.","Os primeiros pasos son os máis duros, xa que aínda non se sentaron precedentes e expectativas para condutas futuras. A estabilidade dun proxecto non ven de políticas formais, senón de unha intelixencia compartida e colectiva que se desenvolve ó longo do tempo. Habitualmente tamén existen reglas escritas, mais en esencia, soen ser unha destilación do intanxible antes que acordos que realmente guían o proxecto. As políticas que se escriben non definen a cultura do proxecto, senón que a describen, e só aproximadamente."
ch02.xml:1085,"There are a few reasons why things work out this way. Growth and high turnover are not as damaging to the accumulation of social norms as one might think. As long as change does not happen <emphasis>too</emphasis> quickly, there is time for new arrivals to learn how things are done, and after they learn, they will help reinforce those ways themselves. Consider how children's songs survive the centuries. There are children today singing roughly the same rhymes as children did hundreds of years ago, even though there are no children alive now who were alive then. Younger children hear the songs sung by older ones, and when they are older, they in turn will sing them in front of other younger ones. The children are not engaging in a conscious program of transmission, of course, but the reason the songs survive is nonetheless that they are transmitted regularly and repeatedly. The time scale of free software projects may not be measured in centuries (we don't know yet), but the dynamics of transmission are much the same. The turnover rate is faster, however, and must be compensated for by a more active and deliberate transmission effort.","Hai algunha razón pola que as cousas funcionan deste modo. O crecemento e a alta taxa de rotación entre voluntarios non son tan dañinos que requiran a acumulación de normas sociais, como un puidera pensar a primeira vista. O cambio non ocorre demasiado rápido, os novos teñen tempo a aprender cómo se fan as cousas e despois de que aprenden, axudarán a reforzar os valores por si mesmos. Considera cómo as cancións de cuna sobreviven polos séculos dos séculos. Os nenos de hoxe cantan aproximadamente as mesmas rimas que as que cantaron outros nenos centos de anos atrás. Máis sorprendente é tendo en conta que non hai nenos que estén agora vivos que tamén fosen nenos daquela. Os cativos máis pequenos oen as cancións que cantan os maiores, e cando son máis vellos cantaranas diante de outros rapaces máis novos ca eles. Os cativos non están comprometidos cun programa consciente de transmisión, dende logo. As razóns polas que as cancións sobreviven é, nada máis e nada menos, que son transmitidas regular e repetidamente. A escala de tempo dos proxectos de software libre pode non ser medida en séculos (aínda non o sabemos) mais as dinámicas de transmisión de coñecemento son as mesmas. Porén, a taxa de rotación é máis rápida e debe ser compensada por un esforzo máis activo e deliberado de transmisión de prácticas e coñecemento."
ch02.xml:1104,"This effort is aided by the fact that people generally show up expecting and looking for social norms. That's just how humans are built. In any group unified by a common endeavor, people who join instinctively search for behaviors that will mark them as part of the group. The goal of setting precedents early is to make those ""in-group"" behaviors be ones that are useful to the project; for once established, they will be largely self-perpetuating.","Este esforzo válese do feito de que a xente, en xeral, releva expectación e curiosidade ante as normas sociais. Eso é cómo a raza humana foi construida. En calquera grupo unificado por un comportamento común, a nova xente que se une busca reafirmar comportamentos que os convirta en parte do grupo. O obxeto de poñer precedentes ó principio é facer que ese comportamentos de grupo sexan útiles ó proxecto; cando sexan establecidos, serán autoperpetuados por moito tempo."
ch02.xml:1123,"Following are some examples of specific things you can do to set good precedents. They're not meant as an exhaustive list, just as illustrations of the idea that setting a collaborative mood early helps a project tremendously. Physically, every developer may be working alone in a room by themselves, but you can do a lot to make them <emphasis>feel</emphasis> like they're all working together in the same room. The more they feel this way, the more time they'll want to spend on the project. I chose these particular examples because they came up in the Subversion project (<ulink url=""http://subversion.tigris.org/""></ulink>), which I participated in and observed from its very beginning. But they're not unique to Subversion; situations like these will come up in most open source projects, and should be seen as opportunities to start things off on the right foot.","A continuación hai algúns exemplos de cousas que se poden facer para sentar bos precedentes. Non pretender ser unha lista exhaustiva, senón ser útiles como ilustracións da ide que invertir en comportamentos colaborativos ó inicio pode axudar moito no seu futuro. Fisicamente, cada desenvolvedor pode estar traballando sólo nunha habitación, mais é posible facer moito para que se <emphasis>sintan</emphasis> como si estivesen todos na mesma habitación. Canto máis se sintan desta maneira, máis desexarán participar no proxecto. Elexín eses exemplos particulares xa que foron os que se propuxeron no proxecto Subversion (<ulink url=""http://subversion.tigris.irg""></ulink>), no cal participei dende os seus inicios. Mais non son únicos ó proxecto Subversion; situacións como as seguintes ocorren na maioría dos proxectos de software libre, e deberían ser vistas como oportunidades para arrancar co pe dereito"
ch02.xml:1139,Avoid Private Discussions,
ch02.xml:1141,"Even after you've taken the project public, you and the other founders will often find yourselves wanting to settle difficult questions by private communications among an inner circle. This is especially true in the early days of the project, when there are so many important decisions to make, and, usually, few volunteers qualified to make them. All the obvious disadvantages of public list discussions will loom palpably in front of you: the delay inherent in email conversations, the need to leave sufficient time for consensus to form, the hassle of dealing with naive volunteers who think they understand all the issues but actually don't (every project has these; sometimes they're next year's star contributors, sometimes they stay naive forever), the person who can't understand why you only want to solve problem X when it's obviously a subset of larger problem Y, and so on. The temptation to make decisions behind closed doors and present them as <foreignphrase>faits accomplis</foreignphrase>, or at least as the firm recommendations of a united and influential voting block, will be great indeed.",
ch02.xml:1159,Don't do it.,
ch02.xml:1161,"As slow and cumbersome as public discussions can be, they're almost always preferable in the long run. Making important decisions in private is like spraying contributor repellant on your project. No serious volunteer would stick around for long in an environment where a secret council makes all the big decisions. Furthermore, public discussion has beneficial side effects that will last beyond whatever ephemeral technical question was at issue:",
ch02.xml:1171,"The discussion will help train and educate new developers. You never know how many eyes are watching the conversation; even if most people don't participate, many may be tracking silently, gleaning information about the software.",
ch02.xml:1177,"The discussion will train <emphasis>you</emphasis> in the art of explaining technical issues to people who are not as familiar with the software as you are. This is a skill that requires practice, and you can't get that practice by talking to people who already know what you know.",
ch02.xml:1184,"The discussion and its conclusions will be available in public archives forever after, enabling future discussions to avoid retracing the same steps. See <xref linkend=""using-archives""/><phrase output=""printed""> in <xref linkend=""communications""/></phrase>.",
ch02.xml:1194,"Finally, there is the possibility that someone on the list may make a real contribution to the conversation, by coming up with an idea you never anticipated. It's hard to say how likely this is; it just depends on the complexity of the code and degree of specialization required. But if anecdotal evidence may be permitted, I would hazard that this is more likely than one would intuitively expect. In the Subversion project, we (the founders) believed we faced a deep and complex set of problems, which we had been thinking about hard for several months, and we frankly doubted that anyone on the newly created mailing list was likely to make a real contribution to the discussion. So we took the lazy route and started batting some technical ideas back and forth in private emails, until an observer of the project<footnote><para>We haven't gotten to the section on crediting yet, but just to practice what I'll later preach: the observer's name was Brian Behlendorf, and it was he who pointed out the general importance of keeping all discussions public unless there was a specific need for privacy.</para></footnote> caught wind of what was happening and asked for the discussion to be moved to the public list. Rolling our eyes a bit, we did&mdash;and were stunned by the number of insightful comments and suggestions that quickly resulted. In many cases people offered ideas that had never even occurred to us. It turned out there were some <emphasis>very</emphasis> smart people on that list; they'd just been waiting for the right bait. It's true that the ensuing discussions took longer than they would have if we had kept the conversation private, but they were so much more productive that it was well worth the extra time.",
ch02.xml:1221,"Without descending into hand-waving generalizations like ""the group is always smarter than the individual"" (we've all met enough groups to know better), it must be acknowledged that there are certain activities at which groups excel. Massive peer review is one of them; generating large numbers of ideas quickly is another. The quality of the ideas depends on the quality of the thinking that went into them, of course, but you won't know what kinds of thinkers are out there until you stimulate them with a challenging problem.",
ch02.xml:1230,"Naturally, there are some discussions that must be had privately; throughout this book we'll see examples of those. But the guiding principle should always be: <emphasis>If there's no reason for it to be private, it should be public.</emphasis>",
ch02.xml:1235,"Making this happen requires action. It's not enough merely to ensure that all your own posts go to the public list. You also have to nudge other people's unnecessarily private conversations to the list too. If someone tries to start a private discussion, and there's no reason for it to be private, then it is incumbent on you to open the appropriate meta-discussion immediately. Don't even comment on the original topic until you've either successfully steered the conversation to a public place, or ascertained that privacy really was needed. If you do this consistently, people will catch on pretty quickly and start to use the public forums by default.",
ch02.xml:1250,Nip Rudeness in the Bud,
ch02.xml:1252,"From the very start of your project's public existence, you should maintain a zero-tolerance policy toward rude or insulting behavior in its forums. Zero-tolerance does not mean technical enforcement per se. You don't have to remove people from the mailing list when they flame another subscriber, or take away their commit access because they made derogatory comments. (In theory, you might eventually have to resort to such actions, but only after all other avenues have failed&mdash;which, by definition, isn't the case at the start of the project.) Zero-tolerance simply means never letting bad behavior slide by unnoticed. For example, when someone posts a technical comment mixed together with an <foreignphrase>ad hominem</foreignphrase> attack on some other developer in the project, it is imperative that your response address the <foreignphrase>ad hominem</foreignphrase> attack <emphasis>first</emphasis>, as a separate issue unto itself, and only afterward move on to the technical content.",
ch02.xml:1269,"It is unfortunately very easy, and all too typical, for constructive discussions to lapse into destructive flame wars. People will say things in email that they would never say face-to-face. The topics of discussion only amplify this effect: in technical issues, people often feel there is a single right answer to most questions, and that disagreement with that answer can only be explained by ignorance or stupidity. It's a short distance from calling someone's technical proposal stupid to calling the person themselves stupid. In fact, it's often hard to tell where technical debate leaves off and character attack begins, which is one reason why drastic responses or punishments are not a good idea. Instead, when you think you see it happening, make a post that stresses the importance of keeping the discussion friendly, without accusing anyone of being deliberately poisonous. Such ""Nice Police"" posts do have an unfortunate tendency to sound like a kindergarten teacher lecturing a class on good behavior:",
ch02.xml:1287,"First, let's please cut down on the (potentially) ad hominem comments; for example, calling J's design for the security layer ""naive and ignorant of the basic principles of computer security."" That may be true or it may not, but in either case it's no way to have the discussion. J made his proposal in good faith. If it has deficiencies, point them out, and we'll fix them or get a new design. I'm sure M meant no personal insult to J, but the phrasing was unfortunate, and we try to keep things constructive around here.",
ch02.xml:1298,"Now, on to the proposal. I think M was right in saying that...",
ch02.xml:1302,"As stilted as such responses sound, they have a noticeable effect. If you consistently call out bad behavior, but don't demand an apology or acknowledgment from the offending party, then you leave people free to cool down and show their better side by behaving more decorously next time&mdash;and they will. One of the secrets of doing this successfully is to never make the meta-discussion the main topic. It should always be an aside, a brief preface to the main portion of your response. Point out in passing that ""we don't do things that way around here,"" but then move on to the real content, so that you're giving people something on-topic to respond to. If someone protests that they didn't deserve your rebuke, simply refuse to be drawn into an argument about it. Either don't respond (if you think they're just letting off steam and don't require a response), or say you're sorry if you overreacted and that it's hard to detect nuance in email, then get back to the main topic. Never, ever insist on an acknowledgment, whether public or private, from someone that they behaved inappropriately. If they choose of their own volition to post an apology, that's great, but demanding that they do so will only cause resentment.",
ch02.xml:1322,"The overall goal is to make good etiquette be seen as one of the ""in-group"" behaviors. This helps the project, because developers can be driven away (even from projects they like and want to support) by flame wars. You may not even know that they were driven away; someone might lurk on the mailing list, see that it takes a thick skin to participate in the project, and decide against getting involved at all. Keeping forums friendly is a long-term survival strategy, and it's easier to do when the project is still small. Once it's part of the culture, you won't have to be the only person promoting it. It will be maintained by everyone.",
ch02.xml:1337,Practice Conspicuous Code Review,
