comment,original,translation
ch03.xml:1048,update,actualizar (update)
ch03.xml:1049,"To ask that others' changes (commits) be incorporated into your local copy of the project; that is, to bring your copy ""up-to-date"". This is a very common operation; most developers update their code several times a day, so that they know they're running roughly the same thing the other developers are running, and so that if they see a bug, they can be pretty sure it hasn't been fixed already. For example: ""Hey, I noticed the indexing code is always dropping the last byte. Is this a new bug?"" ""Yes, but it was fixed last week&mdash;try updating, it should go away.""","Solicitar que os cambios (commits) feitos por outros se incorporen á túa copia local do proxecto; isto é, actualizar a túa copia. É unha operación moi frecuente; os máis dos desenvolvedores actualizan o seu código varias veces ao longo do día, de xeito que están seguros de estar traballando sobre case que o mesmo código sobre o que están a traballar os outros colaboradores, e si eles atopan un erro, poden estar bastante seguros de que aínda non foi reparado. Por exemplo: ""Hey, dinme de conta de que o código de indexación está todo o tempo perdendo o último byte. Trátase dun novo erro?"" ""Sí, pero foi correxido hai unha semán&mdash;tenta facer unah actualización, debería solucionarse."""
ch03.xml:1062,repository,repositorio
ch03.xml:1062,"A database in which changes are stored. Some version control systems are centralized: there is a single, master repository, which stores all changes to the project. Others are decentralized: each developer has his own repository, and changes can be swapped back and forth between repositories arbitrarily. The version control system keeps track of dependencies between changes, and when it's time to make a release, a particular set of changes is approved for that release. The question of whether centralized or decentralized is better is one of the enduring holy wars of software development; try not to fall into the trap of arguing about it on your project lists.","Unha base de datos na que se almacenan os cambios. Algúns sistemas de control de versións están centralizados: hai un único repositorio no que se almacenan tódolos cambios do proxecto. Outros son descentralizados: cada desenvolvedor garda o seu propio repositorio, e os cambios poden ser transmitidos adiante e atrás entre repositorios arbitrariamente. O sistema de control de versións mantén o seguimento das dependencias entre cambios, e cando chega o tempo de liberar unha nova versión, un conxunto concreto de cambios é aprovado para a dita versión. A cuestión sobre si é mellor a centralización ou a descentralización é unha das guerras santas máis duradeiras do desenvolvemento de software; tenta non caer na trampa de discutir sobre este asunto nas lsitas de correo do teu proxecto."
ch03.xml:1077,checkout,checkout
ch03.xml:1078,"The process of obtaining a copy of the project from a repository. A checkout usually produces a directory tree called a ""working copy"" (see below), from which changes may be committed back to the original repository. In some decentralized version control systems, each working copy is itself a repository, and changes can be pushed out to (or pulled into) any repository that's willing to accept them.","O proceso de descargar unha copia do proxecto desde un repositorio. Un checkout xenera normalmente una árbol de directorios chamado ""copia de traballo"" (véxase abaixo), desde o que os cambios poden ser enviados novamente ao repositorio orixinal. Nalgúns sistemas de control de versións descentralizados, cada copia de traballo é ao tempo un repositorio, e os cambios poden ser enviados (ou traídos de) calquera outro repositorio que os acepte."
ch03.xml:1088,working copy,copia de traballo
ch03.xml:1089,"A developer's private directory tree containing the project's source code files, and possibly its web pages or other documents. A working copy also contains a little bit of metadata managed by the version control system, telling the working copy what repository it comes from, what ""revisions"" (see below) of the files are present, etc. Generally, each developer has his own working copy, in which he makes and tests changes, and from which he commits.","O árbol de directorios dun desenvolvedor que contén os ficheiros de código fonte e, posiblemente, as súas páxinas web ou outros documentos. Unha copia de traballo contén tamén un certo número de metadatos xestionados polo sistema de control de versións, que lle din de que repositorio ven, que ""revisións"" (ver máis abaixo) contén, etc. Xeralmente, cada desenvolvedor mantén a súa propia copia de traballo, na que fai e comproba os cambios, e desde a que fai os commits."
ch03.xml:1100,"<firstterm>revision</firstterm>, <firstterm>change</firstterm>, <firstterm>changeset</firstterm>","<firstterm>conxunto de cambios(changeset) </firstterm>, <firstterm>cambio</firstterm>, <firstterm>revisión</firstterm>"
ch03.xml:1103,"A ""revision"" is usually one specific incarnation of a particular file or directory. For example, if the project starts out with revision 6 of file F, and then someone commits a change to F, this produces revision 7 of F. Some systems also use ""revision"", ""change"", or ""changeset"" to refer to a set of changes committed together as one conceptual unit.","Unha ""revisión"" é xeralmente a encarnación dun ficheiro ou directorio en particular. Por exemplo, si o proxecto empeza coa revisión 6 do ficheiro F, e despois alguén fai un commit cun cambio a F, isto produce a revisión 7 de F. Algúns sistemas usan tamén ""revisión"", ""cambio"" o ""changeset"" para referirse a un conxunto de cambios subidos todos xuntos nun único commit como unha unidade conceptual"
ch03.xml:1110,"These terms occasionally have distinct technical meanings in different version control systems, but the general idea is always the same: they give a way to speak precisely about exact points in time in the history of a file or a set of files (say, immediately before and after a bug is fixed). For example: ""Oh yes, she fixed that in revision 10"" or ""She fixed that in revision 10 of foo.c.""","Estes termos teñen ocasionalmente diferentes significados técnicos en diferentes sistemas de control de versións, pero a idea máis extendida é sempre a mesma: son a maneira de falar con precisión acerca de puntos concretos no tempo da historia dun ficheiro ou un conxunto de ficheiros (digamos, inmediatamente antes y después de que un error es reparado). Por exemplo: ""Oh sí, reparou ese problema na revisión 10"" ou ""Reparou iso na revisión 10 de foo.c"""
ch03.xml:1118,"When one talks about a file or collection of files without specifying a particular revision, it is generally assumed that one means the most recent revision(s) available.","Cando un fala sobre un ficheiro ou colección de ficheiros sen especificar unha revisión en particular, xeralmente se asume que se está a referir a(s) revisión(s) máis recentes."
ch03.xml:1124,"""Version"" Versus ""Revision""","""Versión"" fronte a ""Revisión"""
ch03.xml:1125,"The word <firstterm>version</firstterm> is sometimes used as a synonym for ""revision"", but I will not use it that way in this book, because it is too easily confused with ""version"" in the sense of a version of a piece of software&mdash;that is, the release or edition number, as in ""Version 1.0"". However, since the phrase ""version control"" is already standard, I will continue to use it as a synonym for ""revision control"" and ""change control"".","A palabra <firstterm>versión</firstterm> ás veces é usada como sinónimo de ""revisión"", pero eu non o vou usar nese sentido neste libro, porque é demasiado fácil confundilo co termo ""versión"" tal como cando se fala de versións dun software&mdash;isto é, o número de liberación ou distribución, como en ""Versión 1.0"". De tódolos xeitos, como a expresión ""control de versións"" é de feito estándar, eu vou continuar a empregala como sinónimo de ""control de revisión"" y ""control de cambios""."
ch03.xml:1135,diff,diff
ch03.xml:1136,"A textual representation of a change. A diff shows which lines were changed and how, plus a few lines of surrounding context on either side. A developer who is already familiar with some code can usually read a diff against that code and understand what the change did, and even spot bugs.","Representación textual dun cambio. Un ""diff"" amosa que liñas foron cambiadas e como, ademáis de unhas poucas liñas de contextualización da dita información. Un desenvolvedor que estea familiarizado cun código dado, poderá ler o diff contra o dito código e entender que foi o que se cambiou, e incluso localizar erros."
ch03.xml:1144,<firstterm>tag</firstterm>,<firstterm>etiqueta (tag)</firstterm>
ch03.xml:1145,"A label for a particular collection of files at specified revisions. Tags are usually used to preserve interesting snapshots of the project. For example, a tag is usually made for each public release, so that one can obtain, directly from the version control system, the exact set of files/revisions comprising that release. Common tag names are things like <literal>Release_1_0</literal>, <literal>Delivery_00456</literal>, etc.","Designan coleccións particulares de ficheiros pertencentes a unha revisión específica. As etiquetas xeralmente son usadas para preservar fitos interesantes dun proxecto. Por exemplo, fercuentemente se lle adxudica unha etiqueta a cada versión liberada ao público, de tal xeito que se poida obter, directamente dende o sistema de control de versións, o conxunto exacto de ficheiros que compoñen esa versión. Os nomes que se adoitan empregar para as etiquetas poden ser do estilo de: <literal>Versión_1_0</literal>, <literal>Distribución_00456</literal>, etc."
ch03.xml:1156,branch,rama (branch)
ch03.xml:1157,"A copy of the project, under version control but isolated, so that changes made to the branch don't affect the rest of the project, and vice versa, except when changes are deliberately ""merged"" from one side to the other (see below). Branches are also known as ""lines of development"". Even when a project has no explicit branches, development is still considered to be happening on the ""main branch"", also known as the ""main line"" or ""<firstterm>trunk</firstterm>"".","Cada copia do proxecto, baixo o control de versións pero individualizada, tal que os cambios feitos á rama non afectan ao resto do proxecto, e viceversa, excepto cando os cambios son refundidos (merged) dende unha rama a outra (véxase abaixo). As ramas son tambén coñecidas como ""liñas de desenvolvemento"". Incluso cando un proxecto non ten ramas, se considera que o desenvovemento se está a facer na ""rama principal (main branch)"", tamén coñecida como ""liña principal (main line)"" ou"" <firstterm>tronco (trunk)</firstterm>""."
ch03.xml:1166,"Branches offer a way to isolate different lines of development from each other. For example, a branch can be used for experimental development that would be too destabilizing for the main trunk. Or conversely, a branch can be used as a place to stabilize a new release. During the release process, regular development would continue uninterrupted in the main branch of the repository; meanwhile, on the release branch, no changes are allowed except those approved by the release managers. This way, making a release needn't interfere with ongoing development work. See <xref linkend=""branches""/><phrase output=""printed""> later in this chapter</phrase> for a more detailed discussion of branching.","As ramas ofrecen unha maneira de aillar entre si diferentes liñas de desenvolvemento que poderían desestabilizar o tronco principal. Ou alternativamente, unha rama pode ser empregada para estabilizar unha nova versión. Durante o proceso de liberación, o desenvolvemento normal do proxecto pode continuar na rama principal do repositorio; mentres tanto, na rama da liberación, non se permite introducir novos cambios distintos dos aprovados polos xestores da liberación. Así, facer unha liberación non ter por que interferir cós traballos de desenvolvemento. Podes consultar <xref linkend=""ramas (branches)""/><phrase output=""printed""> máis adiante neste capítulo</phrase> si precisas mási detalles sobre a creación de ramas."
ch03.xml:1181,merge (a.k.a. port),"refundir (""merge"", ou ""port"")"
ch03.xml:1182,"To move a change from one branch to another. This includes merging from the main trunk to some other branch, or vice versa. In fact, those are the most common kinds of merges; it is rare to port a change between two non-main branches. See <xref linkend=""vc-singularity""/> for more about this kind of merging.","Trasladar un cambio entre ramas. Inclúe refundir dende o tronco principal a unha rama ou viceversa. De feito, estes son precisamente os refundidos mási frecuentes; é raro facer refundidos entre ramas secundarias do proxecto. Podes ver máis información sobre este  tema en <xref linkend=""vc-singularity""/>."
ch03.xml:1189,"""Merge"" has a second, related meaning: it is what the version control system does when it sees that two people have changed the same file but in non-overlapping ways. Since the two changes do not interfere with each other, when one of the people updates their copy of the file (already containing their own changes), the other person's changes will be automatically merged in. This is very common, especially on projects where multiple people are hacking on the same code. When two different changes <emphasis>do</emphasis> overlap, the result is a ""conflict""; see below.","""Refundir (merge)"" ten un segundo significado, relacionado có anterior: é o que fai o sistema de control de versións cando detecta que dúas persoas fixeron cambios a un mesmo ficheiro, pero en aspectos que non solapan. Dado que os dous cambios non interfiren entre si, cando un dos desenvolvedores actualiza a súa copia do ficheiro (contendo aínda os seus propios cambios), os cambios feitos polo segundo desenvolvedor se refunden automáticamente cós anteriores. Isto é moi frecuente, especialmente en proxectos nos que moitas persoas están traballando sobre o mesmo código. Cando dous cambios diferentes <emphasis>interfiren</emphasis>, o resultado é un ""conflicto""."
ch03.xml:1202,conflict,conflicto
ch03.xml:1203,"What happens when two people try to make different changes to the same place in the code. All version control systems automatically detect conflicts, and notify at least one of the humans involved that their changes conflict with someone else's. It is then up to that human to <firstterm>resolve</firstterm> the conflict, and to communicate that resolution to the version control system.","É o que sucede cando dúas persoas tratan de facer cambios diferentes sobre a mesma porción de código. Todos os sistemas de control de versións detectan automáticamente os conflictos, e lle notifican a cando menos un dos desenvolvedores implicados que os seus cambios entran en conflicto cós de alguén máis. <firstterm>Resolver</firstterm> o conflicto e comunicarllo ao sistema queda entón na man desa persoa."
ch03.xml:1213,lock,bloquear (lock)
ch03.xml:1214,"A way to declare an exclusive intent to change a particular file or directory. For example, ""I can't commit any changes to the web pages right now. It seems Alfred has them all locked while he fixes their background images."" Not all version control systems even offer the ability to lock, and of those that do, not all require the locking feature to be used. This is because parallel, simultaneous development is the norm, and locking people out of files is (usually) contrary to this ideal.","É unha maneira de declarar un intento de introducir cambios en exclusiva nun ficheiro ou directorio dado. Por exemplo: ""Non poido subir ningún cambio ás páxinas web neste momento. Alfredo as ten bloqueado mentres corrixe as imáxenes do fondo"". Non todos os sistemas de control de versións ofrecen a posibilidade de facer bloqueos, e entre os que sí o fan, non todos esixen que se empregue o bloqueo. Isto é así porque o desenvolvemento simultáneo e en paralelo é a norma, e bloquear á xebte que pretende traballar sobre os ficheiros é (xeralmente) contrario a este ideal."
ch03.xml:1223,"Version control systems that require locking to make commits are said to use the <firstterm>lock-modify-unlock</firstterm> model. Those that do not are said to use the <firstterm>copy-modify-merge</firstterm> model. An excellent in-depth explanation and comparison of the two models may be found at <ulink url=""http://svnbook.red-bean.com/svnbook-1.0/ch02s02.html""></ulink>. In general, the copy-modify-merge model is better for open source development, and all the version control systems discussed in this book support that model.","Os sistemas de control de versións que requiren do uso do bloqueo para poder subir cambios son coñecidos como modelos do tipo <firstterm>bloqueo-modificación-desbloqueo</firstterm>. Os que non, son denominados modelos <firstterm>copia-modificación-refundido</firstterm>. Unha comparación excelente entre os dous modelos pode ser consutada en <ulink url=""http://svnbook.red-bean.com/svnbook-1.0/ch02s02.html""></ulink>. En xeral, o modelo copia-modificación-refundido se considera mellor para o desenvolvemento de software libre, e todos os sistemas de control de versions que se comentan neste libro soportan o dito modelo."
ch03.xml:1243,Choosing a Version Control System,Selccionando un Sistema de Control de Versións
ch03.xml:1245,"As of this writing, the two most popular version control systems in the free software world are <firstterm>Concurrent Versions System</firstterm> (<firstterm>CVS</firstterm>, <ulink url=""http://www.cvshome.org/""></ulink>) and <firstterm>Subversion</firstterm> (<firstterm>SVN</firstterm>, <ulink url=""http://subversion.tigris.org/""></ulink>).","Cando este libro foi escrito, os dous sistemas de control de versións máis populares no mundo do software libre son <firstterm>Concurrent Versions System</firstterm> (<firstterm>CVS</firstterm>, <ulink url=""http://www.cvshome.org/""></ulink>) e <firstterm>Subversion</firstterm> (<firstterm>SVN</firstterm>, <ulink url=""http://subversion.tigris.org/""></ulink>)."
ch03.xml:1252,"CVS has been around for a long time. Most experienced developers are already familiar with it, it does more or less what you need, and since it's been popular for a long time, you probably won't end up in any long debates about whether or not it was the right choice. CVS has some disadvantages, however. It doesn't provide an easy way to refer to multi-file changes; it doesn't allow you to rename or copy files under version control (so if you need to reorganize your code tree after starting the project, it can be a real pain); it has poor merging support; it doesn't handle large files or binary files very well; and some operations are slow when large numbers of files are involved.","CVS está dispoñible dende hai moito tempo. Os desenvolvedores máis experimentados están familiarizados dabondo con él, fai máis ou menos o que precisas, e como é popular dende hai tempo, probablemente non teñas que enredarte en longas discusións sobre si é ou non a opción máis axeitada. Nembargantes, CVS tamén ten algunhas desventaxas. Non suministra unha maneira doada de tratar cin cambios multi-ficheiro; non che deixa renomear ou copiar os ficheiros dentro do sistema de control (así que intentar reorganizar a árbore do código do teu proxecto, unha vez xa iniciado, pode convertirse nun auténtico pesadelo); o seu soporte aos refundidos é moi pobre; non manexa nada ben os ficheiros moi grandes ou os binarios; e algunhas operacións son moi lentas cando se fan sobre un número grande de ficheiros."
ch03.xml:1264,"None of CVS's flaws is fatal, and it is still quite popular. However, in the last few years the more recent Subversion has been gaining ground, especially in newer projects.<footnote><para>See <ulink url=""http://cia.vc/stats/vcs""></ulink> and <ulink url=""http://subversion.tigris.org/svn-dav-securityspace-survey.html""></ulink> for evidence of this growth.</para></footnote>. If you're starting a new project, I recommend Subversion.","Ningún dos fallos de CVS é fatal, e aínda é moi popular. Nembargantes, nos últimos anos o máis recente Subversion está a gañar terreo, especialmente nos proxectos máis novos. <footnote><para>Véxase <ulink url=""http://cia.vc/stats/vcs""></ulink> e <ulink url=""http://subversion.tigris.org/svn-dav-securityspace-survey.html""></ulink> onde se comentan probas deste crecemento.</para></footnote>. Si estás iniciando un proxecto novo, eu che  recomendo Subversion"
ch03.xml:1272,"On the other hand, since I'm involved in the Subversion project, my objectivity might reasonably be questioned. And in the last few years a number of new open-source version control systems have appeared. <xref linkend=""vc-systems""/> lists all the ones I know of, in rough order of popularity. As the list makes clear, deciding on a version control system could easily become a lifelong research project. Possibly you will be spared the decision because it will be made for you by your hosting site. But if you must choose, consult with your other developers, ask around to see what people have experience with, then pick one and run with it. Any stable, production-ready version control system will do; you don't have to worry too much about making a drastically wrong decision. If you simply can't make up your mind, then go with Subversion. It's fairly easy to learn, and is likely to remain a standard for at least a few years.","Pola contra, dado que eu estou participando no proxecto Subversion, a miña obxectividade pode ser razoableente discutida. E nos últimos anos teñen xurdido un certo número de novos sistemas de control de versións en software libre. En <xref linkend=""vc-systems""/>,presento unha listaxe , ordeadas máis ou menos por orde de popularidade. Como a listaxe deixa claro, decidirse por un sistema de control de versions podería convertirse nun proxecto vitalicio en si mesmo. Posiblemente te verás liberado desta decisión porque o fará por tí o sitio no que teñas hospedado o teu proxecto. Pero si és tí quen ten que tomar a decisión, consúltao có resto dos desenvolvedores, averigua qué experiencia teñen ao respecto, e despois elixe un sistema e trabala con él. Calquera sistema de control de versións estable e listo para a producción cumplirá as túas necesidades; non deberías preocuparte moito sobre si tomaches unha decsión radicalmente errónea. Si simplemente non dás tomado unha decisión, entón elixe Subversion. É moi doado de aprender, e seguramente vai seguir sendo un estándar por moitos anos."
ch03.xml:1293,Using the Version Control System,Usando o Sistema de Control de Versións
ch03.xml:1295,"The recommendations in this section are not targeted toward a particular version control system, and should be simple to implement in any of them. Consult your specific system's documentation for details.","As recomendacións desta sección non se dirixen a un sistema de control de versións en particular, e deberían ser doadas de poñer en práctica en calquera deles. Consulta a documentación do teu sistema esecífico si precisas máis detalles."
ch03.xml:1301,Version everything,Versionea todo.
ch03.xml:1303,"Keep not only your project's source code under version control, but also its web pages, documentation, FAQ, design notes, and anything else that people might want to edit. Keep them right next to the source code, in the same repository tree. Any piece of information worth writing down is worth versioning&mdash;that is, any piece of information that could change. Things that don't change should be archived, not versioned. For example, an email, once posted, does not change; therefore, versioning it wouldn't make sense (unless it becomes part of some larger, evolving document).","Debes manter no teu sistema de control de versions non só o código fonte do teu proxecto, si non tamén as súas páxinas web, documentación, FAQ, notas de deseño, e calquera outra cousa que a xente poida querer editar. Mantenas xusto á carón do código, na mesma árbore do repositorio. Calquera peza de información que pague a pena de ser escrita, paga igualmente a pena de ser versioneada&mdash;isto é, calquera peza de información que poida ser modificada. As cousas que non están sometidas a cambios deberían ser arquivadas, non versioneadas. Por exemplo, un email, unha vez enviado, non vai cambiar; polo tanto, non tería sentido pensar en que pode ser versioneado (a non ser que forme parte dun documento máis longo e que sí evolva no tempo)."
ch03.xml:1313,"The reason versioning everything together in one place is important is so people only have to learn one mechanism for submitting changes. Often a contributor will start out making edits to the web pages or documentation, and move to small code contributions later, for example. When the project uses the same system for all kinds of submissions, people only have to learn the ropes once. Versioning everything together also means that new features can be committed together with their documentation updates, that branching the code will branch the documentation too, etc.","A razón pola que é importante versionear todo nun único sitio é que diste xeito a xente somentes terá qu eaprender un mecanismo para incorporar cambios. Frecuentemente, un colaborador vai comenzar por enviar cambios ás páxinas web ou á documentación, e comenzará máis tarde a facer pequenas contribucións ao código, por exemplo. Cando o proxecto emprega o mesmo sistema para todos os tipos de contribucións, a xebte só terá que afacerse a él unha vez. Manter todas as versións xuntas significa tamén que as novas características poden ser incorporadas xunto coa súa documentación, e que distribuir o código por varias ramas vai supor que a documentación tamén se distribúe, etc."
ch03.xml:1323,"Don't keep <firstterm>generated files</firstterm> under version control. They are not truly editable data, since they are produced programmatically from other files. For example, some build systems create <filename>configure</filename> based on the template <filename>configure.in</filename>. To make a change to the <filename>configure</filename>, one would edit <filename>configure.in</filename> and then regenerate; thus, only the template <filename>configure.in</filename> is an ""editable file."" Just version the templates&mdash;if you version the result files as well, people will inevitably forget to regenerate when they commit a change to a template, and the resulting inconsistencies will cause no end of confusion.","Non manteñas <firstterm>os ficheiros xenerados</firstterm> no sistema de control de versións. Non osn propiamente datos editables, xa que son xerados automáticamente a partires de outros ficheiros. Por exemplo, algúns sistemas de montaxe (build) crean o ficheiro <filename>configure</filename> a partires da plantilla <filename>configure.in</filename>. Para facer un cambio a <filename>configure</filename>, terías que editar <filename>configure.in</filename> e posteriormente rexenerar o primeiro; así, tan só a plantilla <filename>configure.in</filename> é un ficheiro ""editable"". Polo tanto, mantén no control de versións tan só as plantillas&mdash;si inclúes os ficheiros resultantes, a xente vai inevvitablemente esquecer rexeneralos cando incorporan un cambio a unha plantilla, e a correspondente inconsistencia non vai causar máis que confusión."
ch03.xml:1334,"For a different opinion on the question of versioning <filename>configure</filename> files, see Alexey Makhotkin's post ""<citetitle>configure.in and version control</citetitle>"" at <ulink url=""http://versioncontrolblog.com/2007/01/08/configurein-and-version-control/""></ulink>.","Pero si queres ler unha segunda opinión acerca da cuestión dos ficheiros <filename>configure</filename>,podes revisar o comentario de Alexey Makhotkin ""<citetitle>configure.in and version control</citetitle>"" en <ulink url=""http://versioncontrolblog.com/2007/01/08/configurein-and-version-control/""></ulink>."
ch03.xml:1340,"The rule that all editable data should be kept under version control has one unfortunate exception: the bug tracker. Bug databases hold plenty of editable data, but for technical reasons generally cannot store that data in the main version control system. (Some trackers have primitive versioning features of their own, however, independent of the project's main repository.)","A regla de que todo dato editable debe ser mantido nun sistema de control de versións tén desafortunadamente unha excepción: o xestor de erros (bug tracker). As bases de datos de erros conteñen multitude de datos editables, pero por cuestións técnicas non se pode, xeralmente, ter ises datos almacenados nun sistema de control de versións. (Algúns xestores de erros incorporan de seu algunhas funcionalidades moi primitivas de control de versións, pero en calquera caso independentes do repositorio principal do proxecto)."
ch03.xml:1350,Browsability,Navegabilidade
ch03.xml:1352,"The project's repository should be browsable on the Web. This means not only the ability to see the latest revisions of the project's files, but to go back in time and look at earlier revisions, view the differences between revisions, read log messages for selected changes, etc.","O repositorio do proxecto debe ser navegable dende a web. Isto inclúe non só a habilidade para ver a última revisión dos ficheiros do proxecto, se non tamén poder ir atrás no tempo e vistar revisións anteriores, ver as diferencias entre elas, ler as mensaxes de seguimento (log) de cambios concretos, etc."
ch03.xml:1358,"Browsability is important because it is a lightweight portal to project data. If the repository cannot be viewed through a web browser, then someone wanting to inspect a particular file (say, to see if a certain bugfix had made it into the code) would first have to install version control client software locally, which could turn their simple query from a two-minute task into a half-hour or longer task.","A navegabilidade é importante porque supón o uso dun portal lixeiro de acceso aos datos do proxecto. Si o repositorio non pode ser visitado dende un navegador web, entón alguén que pretenda ver un ficheiro en particular (nomeadamente: comprobar si unha corrección dun erro foi xa incorporada ao código), primeiro tería que instalar localmente un cliente do sistema de control de versións, o que podería transformar a súa tarefa inicial de un par de minutos nun traballo de a lo menos media hora."
ch03.xml:1366,"Browsability also implies canonical URLs for viewing specific revisions of files, and for viewing the latest revision at any given time. This can be very useful in technical discussions or when pointing people to documentation. For example, instead of saying ""For tips on debugging the server, see the www/hacking.html file in your working copy,"" one can say ""For tips on debugging the server, see <emphasis>http://svn.collab.net/repos/svn/trunk/www/hacking.html</emphasis>,"" giving a URL that always points to the latest revision of the <filename>hacking.html</filename> file. The URL is better because it is completely unambiguous, and avoids the question of whether the addressee has an up-to-date working copy.","Implica tamén a existencia de URL normalizadas para acceder a revisións específicas dos ficheiros, e para visitar a última revisión nun momento dado. Isto pode ser moi útil cara a discusións técnicas ou cando se trata de dirixir á xente hacia a documentación. Por exemplo, en vez de decir ""Para informarse sobre instruccións para reparar o servidor, diríxase ao ficheiro www/hacking.html na súa copia local"", podería decirse""Para informarse sobre instruccións para reparar o servidor, visite <emphasis>http://svn.collab.net/repos/svn/trunk/www/hacking.html</emphasis>,"" proporcionando unha URL que vai dirixir sempre á última revisión do ficheiro <filename>hacking.html</filename>. A URL é mellor xa que carece totamente de ambigüidade, e evita o problema de si o destinatario ten unha copia de traballo completamente actualizada."
ch03.xml:1378,"Some version control systems come with built-in repository-browsing mechanisms, while others rely on third-party tools to do it. Three such tools are <firstterm>ViewVC</firstterm> (<ulink url=""http://viewvc.org/""></ulink>), <firstterm>CVSWeb</firstterm> (<ulink url=""http://www.freebsd.org/projects/cvsweb.html""></ulink>), and <firstterm>WebSVN</firstterm> (<ulink url=""http://websvn.tigris.org/""></ulink>). The first works with both CVS and Subversion, the second with CVS only, and the third with Subversion only.","Algúns sistemas de control de versións incorporan mecanismos internos de navegación polo repositorio, mentres que outros empregan ferramentas de terceiros. Estas ferramentas son:<firstterm>ViewVC</firstterm> (<ulink url=""http://viewvc.org/""></ulink>), <firstterm>CVSWeb</firstterm> (<ulink url=""http://www.freebsd.org/projects/cvsweb.html""></ulink>), e <firstterm>WebSVN</firstterm> (<ulink url=""http://websvn.tigris.org/""></ulink>). A primeira traballa sobre CVS e Subversion, a segunda só sobre CVS, e a terceira só sobre Subversion."
ch03.xml:1389,Commit emails,Mensaxes de incorporación de cambios (Commit emails)
ch03.xml:1391,"Every commit to the repository should generate an email showing who made the change, when they made it, what files and directories changed, and how they changed. The email should go to a special mailing list devoted to commit emails, separate from the mailing lists to which humans post. Developers and other interested parties should be encouraged to subscribe to the commits list, as it is the most effective way to keep up with what's happening in the project at the code level. Aside from the obvious technical benefits of peer review (see <xref linkend=""code-review""/>), commit emails help create a sense of community, because they establish a shared environment in which people can react to events (commits) that they know are visible to others as well.","Toda incorporaciñon de cambios ao repositorio (commit) debería xerar unha mensaxe na que consten quen fixo o cambio, cando o fixo, que ficheiros e directorios cambiou, e en que consistiron os cambios. A mensaxe debería ser enviada a unha lista de correo específica, distinta das empregadas para xestionar as mensaxes dos colaboradores. Se debería recomendar aos desenvolvedores e outras persoas interesadas que se deran de alta na lista de mensaxes de cambios, xa que este é o modo máis efectivo de manter o coñecemento sobre que é o que se está a facer no proxecto no tanto ao código. Máis aló das evidentes ventaxas técnicas da revisión por colegas (véxase <xref linkend=""revisión-do-código""/>), as mensaxes de ncorporación de cambios axudan a crear o espírito de comunidade, xa que proveen ao proxecto dun contorno común onde a xente pode reaccionar ante os eventos (incorporación de cambios) que saben que están visbkes tamén para os demáis."
ch03.xml:1404,"The specifics of setting up commit emails will vary depending on your version control system, but usually there's a script or other packaged facility for doing it. If you're having trouble finding it, try looking for documentation on <firstterm>hooks</firstterm>, specifically a <firstterm>post-commit hook</firstterm>, also called the <firstterm>loginfo hook</firstterm> in CVS. Post-commit hooks are a general means of launching automated tasks in response to commits. The hook is triggered by an individual commit, is fed all the information about that commit, and is then free to use that information to do anything&mdash;for example, to send out an email.","As cuestións específicas sobre a confguración de mensaxes de incorporación de cambios varían dependendo de cal sexa o teu sistema de control de versións, pero xeralmente hai un script ou outra clase de utilidade para facelo. Si tés problemas para atopala, intenta buscar na documentación por <firstterm>hooks</firstterm>, e especialmente <firstterm>post-commit hook</firstterm>, tamén chamado <firstterm>loginfo hook</firstterm> en CVS. Os ""post-commit hooks"" constitúen un modo xeral de lanzar tarefas automatizadas en resposta á incorporación de cambios. O ""hook"" se dispara ante á incorporación dun cambio en concreto, se alimenta da información acerca dise cambio, e é logo libre de usar esa información para realizar calquera outra operación&mdash; por exemplo, enviar un correo electrónico."
ch03.xml:1416,"With pre-packaged commit email systems, you may want to modify some of the default behaviors:",
ch03.xml:1422,"Some commit mailers don't include the actual diffs in the email, but instead provide a URL to view the change on the web using the repository browsing system. While it's good to provide the URL, so the change can be referred to later, it is also <emphasis>very</emphasis> important that the commit email include the diffs themselves. Reading email is already part of people's routine, so if the content of the change is visible right there in the commit email, developers will review the commit on the spot, without leaving their mail reader. If they have to click on a URL to review the change, most won't do it, because that requires a new action instead of a continuation of what they were already doing. Furthermore, if the reviewer wants to ask something about the change, it's vastly easier to hit reply-with-text and simply annotate the quoted diff than it is to visit a web page and laboriously cut-and-paste parts of the diff from web browser to email client.",
ch03.xml:1439,"(Of course, if the diff is huge, such as when a large body of new code has been added to the repository, then it makes sense to omit the diff and offer only the URL. Most commit mailers can do this kind of limiting automatically. If yours can't, then it's still better to include diffs, and live with the occasional huge email, than to leave the diffs off entirely. Convenient reviewing and commenting is a cornerstone of cooperative development, much too important to do without.)",
